HUNDRED,STREET,FROM,TO,CITY COUNCIL DISTRICT,POTHOLES,DITCHES,EMERGENCY UTILITY WORK,ROADWAY RESURFACING RATING,PAVING PROGRAM,,,
400,PARKER AVE,PECHIN ST,MITCHELL ST,4,5,0,0,58,CITY LOCAL,,,
400,PARKER AVE,MITCHELL ST,RIDGE AVE,4,5,0,0,58,CITY LOCAL,,,
4000,PARKSIDE AVE,W GIRARD AVE,N 40TH ST,3,2,0,0,100,CITY FAM,,,
4000,PARKSIDE AVE,N 40TH ST,41ST ST DR,3,4,0,0,100,CITY FAM,,,
4100,PARKSIDE AVE,MEMORIAL AVE,N 42ND ST,3,0,0,0,100,CITY FAM,,,
4100,PARKSIDE AVE,41ST ST DR,41ST ST DR,3,1,0,0,100,CITY FAM,,,
4100,PARKSIDE AVE,MARLTON AVE,MEMORIAL AVE,3,0,0,0,100,CITY FAM,,,
4100,PARKSIDE AVE,41ST ST DR,MARLTON AVE,3,2,1,0,100,CITY FAM,,,
4200,PARKSIDE AVE,W MEMORIAL HALL DR,BELMONT AVE,3,2,0,0,100,CITY FAM,,,
4200,PARKSIDE AVE,E MEMORIAL HALL DR,W MEMORIAL HALL DR,3,0,0,0,100,CITY FAM,,,
4200,PARKSIDE AVE,N 42ND ST,E MEMORIAL HALL DR,3,1,0,0,100,CITY FAM,,,
4700,PARKSIDE AVE,BELMONT AVE,N 48TH ST,4,2,1,0,100,CITY FAM,,,
4800,PARKSIDE AVE,N 48TH ST,N 49TH ST,4,22,4,0,100,CITY FAM,,,
4900,PARKSIDE AVE,N 49TH ST,N 50TH ST,4,4,3,0,100,CITY FAM,,,
5000,PARKSIDE AVE,N 50TH ST,N 51ST ST,4,2,1,0,100,CITY FAM,,,
5100,PARKSIDE AVE,N PAXON ST,N CREIGHTON ST,4,0,0,0,100,CITY FAM,,,
5100,PARKSIDE AVE,N 51ST ST,N PAXON ST,4,0,6,0,100,CITY FAM,,,
5100,PARKSIDE AVE,N CREIGHTON ST,N 52ND ST,4,0,1,0,100,CITY FAM,,,
5200,PARKSIDE AVE,N 52ND ST,N LINDENWOOD ST,4,1,8,8,100,CITY FAM,,,
5200,PARKSIDE AVE,W COLUMBIA AVE,ABERDEEN ST,4,0,0,0,100,CITY FAM,,,
5200,PARKSIDE AVE,ABERDEEN ST,N 53RD ST,4,1,2,0,100,CITY FAM,,,
5300,PARKSIDE AVE,N 53RD ST,BRYN MAWR AVE,4,19,0,0,100,CITY FAM,,,
4600,PASCHALL AVE,DEAD END EAST,S 47TH ST,3,1,1,3,100,CITY LOCAL,,,
4700,PASCHALL AVE,GRAYS FERRY AVE,S 48TH ST,3,3,0,0,85,CITY LOCAL,,,
4700,PASCHALL AVE,S 47TH ST,GRAYS FERRY AVE,3,2,0,0,78,CITY LOCAL,,,
4800,PASCHALL AVE,S 48TH ST,S FALLON ST,3,0,1,1,97,CITY LOCAL,,,
4800,PASCHALL AVE,S FALLON ST,HANSON ST,3,0,0,0,97,CITY LOCAL,,,
4800,PASCHALL AVE,HANSON ST,S 49TH ST,3,0,1,0,90,CITY LOCAL,,,
4900,PASCHALL AVE,S 49TH ST,S 50TH ST,3,3,3,4,90,CITY LOCAL,,,
4100,PAUL ST,TORRESDALE AVE,WOMRATH ST,7,1,4,3,70,CITY LOCAL,,,
4200,PAUL ST,RUAN ST,CHURCH ST,7,0,8,1,67,CITY LOCAL,,,
4200,PAUL ST,WOMRATH ST,RUAN ST,7,1,0,1,67,CITY LOCAL,,,
4300,PAUL ST,CHURCH ST,UNITY ST,7,0,0,7,66,CITY LOCAL,,,
4400,PAUL ST,UNITY ST,SELLERS ST,7,0,1,0,70,CITY LOCAL,,,
4500,PAUL ST,KINSEY ST,ORTHODOX ST,7,2,2,2,58,CITY LOCAL,,,
4500,PAUL ST,SELLERS ST,KINSEY ST,7,0,0,0,74,CITY LOCAL,,,
4600,PAUL ST,ORTHODOX ST,MEADOW ST,7,0,0,1,57,CITY LOCAL,,,
4600,PAUL ST,MEADOW ST,FRANKFORD AVE,7,0,1,0,70,CITY LOCAL,,,
4600,PECHIN ST,RIPKA ST,HERMITAGE ST,4,0,1,4,65,CITY LOCAL,,,
4600,PECHIN ST,LEVERINGTON AVE,RIPKA ST,4,3,0,0,65,CITY LOCAL,,,
4700,PECHIN ST,GATES ST,FAIRWAY TER,4,0,0,0,63,CITY LOCAL,,,
4700,PECHIN ST,HERMITAGE ST,GATES ST,4,3,0,9,43,CITY LOCAL,,,
4700,PECHIN ST,FAIRWAY TER,FOUNTAIN ST,4,1,1,0,42,CITY LOCAL,,,
4800,PECHIN ST,FOUNTAIN ST,DELMAR ST,4,13,0,0,78,CITY LOCAL,,,
4900,PECHIN ST,DELMAR ST,LEMONTE ST,4,0,1,7,57,CITY LOCAL,,,
400,PENSDALE ST,MITCHELL ST,MERRICK ST,4,0,0,2,57,CITY LOCAL,,,
400,PENSDALE ST,MERRICK ST,RIDGE AVE,4,0,0,0,57,CITY LOCAL,,,
300,POTTS ST,N ORIANNA ST,N 4TH ST,5,0,0,0,75,CITY LOCAL,,,
5300,PRISCILLA ST,W PENN ST,W COULTER ST,8,0,0,0,57,CITY LOCAL,,,
5200,PULASKI AVE,HANSBERRY ST,W QUEEN LN,8,5,0,3,62,CITY LOCAL,,,
5300,PULASKI AVE,W QUEEN LN,W PENN ST,8,0,5,2,87,CITY LOCAL,,,
5300,PULASKI AVE,W PENN ST,W COULTER ST,8,1,0,0,73,CITY LOCAL,,,
5400,PULASKI AVE,W COULTER ST,EARLHAM TER,8,2,0,1,75,CITY LOCAL,,,
5400,PULASKI AVE,WINONA ST,W SCHOOL HOUSE LN,8,1,0,0,74,CITY LOCAL,,,
5400,PULASKI AVE,EARLHAM TER,WINONA ST,8,1,1,0,75,CITY LOCAL,,,
0,RACE ST,N INDEPENDENCE MALL E,N INDEPENDENCE MALL E,1,0,0,0,89,CITY FAM,,,
200,RACE ST,BREAD ST,N 3RD ST,1,7,0,0,87,CITY FAM,,,
200,RACE ST,N 2ND ST,BREAD ST,1,6,0,9,87,CITY FAM,,,
300,RACE ST,N ORIANNA ST,N 4TH ST,1,4,0,1,87,CITY FAM,,,
300,RACE ST,N 3RD ST,N ORIANNA ST,1,5,3,0,77,CITY FAM,,,
400,RACE ST,N 4TH ST,N INDEPENDENCE MALL E,1,1,4,9,87,CITY FAM,,,
500,RACE ST,N INDEPENDENCE MALL E,N INDEPENDENCE MALL W,1,6,0,0,84,CITY FAM,,,
1400,RACE ST,N CARLISLE ST,N 15TH ST,5,0,0,0,84,CITY FAM,,,
1400,RACE ST,N BROAD ST,N CARLISLE ST,5,6,0,0,87,CITY FAM,,,
1500,RACE ST,N 15TH ST,N HICKS ST,5,4,0,0,84,CITY FAM,,,
1500,RACE ST,N MOLE ST,N 16TH ST,5,1,0,0,89,CITY FAM,,,
1500,RACE ST,N HICKS ST,N MOLE ST,5,0,0,0,87,CITY FAM,,,
1600,RACE ST,N 16TH ST,N 17TH ST,5,4,0,0,87,CITY FAM,,,
1700,RACE ST,N 17TH ST,BENJAMIN FRANKLIN PKWY,5,3,0,1,88,CITY FAM,,,
2300,RACE ST,N 23RD ST,N BONSALL ST,5,0,0,0,51,CITY LOCAL,,,
1500,RANSTEAD ST,S 15TH ST,S 16TH ST,5,29,0,0,100,CITY LOCAL,,,
5100,RANSTEAD ST,S 51ST ST,S 52ND ST,3,0,4,2,32,CITY LOCAL,,,
900,RED LION RD,NORTHEAST BLVD,NORTHEAST BLVD,10,1,0,0,89,CITY FAM,,,
900,RED LION RD,BUSTLETON AVE,NORTHEAST BLVD,10,9,0,0,87,CITY FAM,,,
1000,RED LION RD,NORTHEAST BLVD,JAMISON AVE,10,17,0,6,88,CITY FAM,,,
2000,RED LION RD,JAMISON AVE,WILBUR ST,10,3,0,0,89,CITY FAM,,,
2000,RED LION RD,WILBUR ST,ALEXANDRA LN,10,2,0,0,89,CITY FAM,,,
2000,RED LION RD,ALEXANDRA LN,HALDEMAN AVE,10,5,0,0,89,CITY FAM,,,
2100,RED LION RD,HALDEMAN AVE,E ROOSEVELT BLVD,10,3,2,0,89,CITY FAM,,,
3500,REED ST,GROVE ST,S 36TH ST,2,0,0,0,73,CITY LOCAL,,,
3500,REED ST,S HARMONY ST,GROVE ST,2,0,0,0,90,CITY LOCAL,,,
3600,REED ST,S 36TH ST,SCHUYLKILL AVE,2,0,0,1,98,CITY LOCAL,,,
300,RIPKA ST,SILVERWOOD ST,PECHIN ST,4,1,11,15,59,CITY LOCAL,,,
400,RIPKA ST,PECHIN ST,MITCHELL ST,4,2,2,0,78,CITY LOCAL,,,
400,RIPKA ST,MITCHELL ST,RIDGE AVE,4,0,3,2,78,CITY LOCAL,,,
0,S 16TH ST,RANSTEAD ST,CHESTNUT ST,5,3,0,0,77,CITY LOCAL,,,
0,S 16TH ST,MARKET ST,RANSTEAD ST,5,1,0,0,84,CITY LOCAL,,,
0,S 19TH ST,LUDLOW ST,RANSTEAD ST,5,2,0,0,89,CITY LOCAL,,,
0,S 19TH ST,N 19TH ST,LUDLOW ST,5,18,0,0,77,CITY LOCAL,,,
0,S 19TH ST,RANSTEAD ST,CHESTNUT ST,5,6,0,0,87,CITY LOCAL,,,
100,S 19TH ST,SANSOM ST,MORAVIAN ST,5,1,0,1,78,CITY LOCAL,,,
100,S 19TH ST,MORAVIAN ST,WALNUT ST,5,10,0,0,78,CITY LOCAL,,,
100,S 19TH ST,CHESTNUT ST,SANSOM ST,5,11,5,15,73,CITY LOCAL,,,
0,S 21ST ST,RANSTEAD ST,CHESTNUT ST,5,0,0,0,78,CITY LOCAL,,,
0,S 21ST ST,N 21ST ST,LUDLOW ST,5,4,0,0,73,CITY LOCAL,,,
0,S 21ST ST,LUDLOW ST,LUDLOW ST,5,5,0,0,73,CITY LOCAL,,,
0,S 21ST ST,LUDLOW ST,RANSTEAD ST,5,5,4,0,73,CITY LOCAL,,,
100,S 21ST ST,SANSOM ST,MORAVIAN ST,2,2,0,0,78,CITY LOCAL,,,
100,S 21ST ST,CHESTNUT ST,SANSOM ST,2,8,0,0,73,CITY LOCAL,,,
100,S 21ST ST,MORAVIAN ST,WALNUT ST,2,2,0,0,78,CITY LOCAL,,,
200,S 21ST ST,SAINT JAMES ST,LOCUST ST,2,0,0,0,78,CITY LOCAL,,,
200,S 21ST ST,LOCUST ST,LATIMER ST,2,0,0,4,78,CITY LOCAL,,,
200,S 21ST ST,CHANCELLOR ST,SAINT JAMES ST,2,0,1,0,78,CITY LOCAL,,,
200,S 21ST ST,LATIMER ST,RITTENHOUSE SQ,2,0,0,2,78,CITY LOCAL,,,
200,S 21ST ST,RITTENHOUSE SQ,SPRUCE ST,2,1,0,0,73,CITY LOCAL,,,
200,S 21ST ST,WALNUT ST,CHANCELLOR ST,2,9,0,8,73,CITY LOCAL,,,
200,S 21ST ST,CHANCELLOR ST,CHANCELLOR ST,2,0,0,0,78,CITY LOCAL,,,
300,S 21ST ST,CYPRESS ST,DELANCEY PL,2,0,0,0,78,CITY LOCAL,,,
300,S 21ST ST,PANAMA ST,PINE ST,2,0,0,0,78,CITY LOCAL,,,
300,S 21ST ST,DELANCEY PL,DELANCEY PL,2,0,3,0,78,CITY LOCAL,,,
300,S 21ST ST,CYPRESS ST,CYPRESS ST,2,0,0,0,78,CITY LOCAL,,,
300,S 21ST ST,DELANCEY PL,PANAMA ST,2,3,0,0,73,CITY LOCAL,,,
300,S 21ST ST,SPRUCE ST,CYPRESS ST,2,2,0,5,78,CITY LOCAL,,,
400,S 21ST ST,WAVERLY ST,ADDISON ST,2,0,0,0,78,CITY LOCAL,,,
400,S 21ST ST,PINE ST,WAVERLY ST,2,2,0,25,78,CITY LOCAL,,,
400,S 21ST ST,ADDISON ST,LOMBARD ST,2,1,0,0,84,CITY LOCAL,,,
500,S 21ST ST,RODMAN ST,SOUTH ST,2,1,0,0,70,CITY LOCAL,,,
500,S 21ST ST,TRYON ST,NAUDAIN ST,2,2,0,0,78,CITY LOCAL,,,
500,S 21ST ST,NAUDAIN ST,RODMAN ST,2,1,0,0,78,CITY LOCAL,,,
500,S 21ST ST,LOMBARD ST,TRYON ST,2,4,7,0,73,CITY LOCAL,,,
1100,S 21ST ST,ELLSWORTH ST,ANNIN ST,2,0,0,0,93,CITY LOCAL,,,
1100,S 21ST ST,ANNIN ST,FEDERAL ST,2,3,0,0,56,CITY LOCAL,,,
1100,S 21ST ST,ALTER ST,ELLSWORTH ST,2,0,0,0,89,CITY LOCAL,,,
1100,S 21ST ST,WASHINGTON AVE,ALTER ST,2,3,0,0,92,CITY LOCAL,,,
1200,S 21ST ST,MANTON ST,MANTON ST,2,0,0,0,61,CITY LOCAL,,,
1200,S 21ST ST,FEDERAL ST,MANTON ST,2,5,0,1,61,CITY LOCAL,,,
1200,S 21ST ST,MANTON ST,OAKFORD ST,2,0,0,0,61,CITY LOCAL,,,
1200,S 21ST ST,TITAN ST,TITAN ST,2,0,0,0,66,CITY LOCAL,,,
1200,S 21ST ST,OAKFORD ST,LATONA ST,2,0,0,1,56,CITY LOCAL,,,
1200,S 21ST ST,TITAN ST,WHARTON ST,2,2,0,0,58,CITY LOCAL,,,
1200,S 21ST ST,LATONA ST,TITAN ST,2,3,0,0,58,CITY LOCAL,,,
1300,S 21ST ST,POINT BREEZE AVE,REED ST,2,0,0,1,93,CITY LOCAL,,,
1300,S 21ST ST,WHARTON ST,SEARS ST,2,1,0,0,87,CITY LOCAL,,,
1300,S 21ST ST,SEARS ST,EARP ST,2,0,0,0,93,CITY LOCAL,,,
1400,S 21ST ST,REED ST,GERRITT ST,2,1,0,2,93,CITY LOCAL,,,
1400,S 21ST ST,WILDER ST,DICKINSON ST,2,2,0,0,93,CITY LOCAL,,,
1400,S 21ST ST,GERRITT ST,WILDER ST,2,0,1,0,87,CITY LOCAL,,,
1500,S 21ST ST,CROSS ST,TASKER ST,2,0,0,1,87,CITY LOCAL,,,
1500,S 21ST ST,DICKINSON ST,CROSS ST,2,2,0,0,93,CITY LOCAL,,,
1600,S 21ST ST,MOUNTAIN ST,MORRIS ST,2,0,0,1,70,CITY LOCAL,,,
1600,S 21ST ST,TASKER ST,FERNON ST,2,1,1,3,70,CITY LOCAL,,,
1600,S 21ST ST,FERNON ST,MOUNTAIN ST,2,0,0,0,70,CITY LOCAL,,,
1800,S 21ST ST,SIGEL ST,MIFFLIN ST,2,0,0,0,93,CITY LOCAL,,,
1800,S 21ST ST,MOORE ST,MC CLELLAN ST,2,2,0,1,93,CITY LOCAL,,,
1800,S 21ST ST,MC CLELLAN ST,SIGEL ST,2,0,0,0,90,CITY LOCAL,,,
1900,S 21ST ST,MIFFLIN ST,MC KEAN ST,2,13,2,1,87,CITY LOCAL,,,
2000,S 21ST ST,EMILY ST,MERCY ST,2,0,0,0,78,CITY LOCAL,,,
2000,S 21ST ST,MC KEAN ST,EMILY ST,2,2,0,0,89,CITY LOCAL,,,
2000,S 21ST ST,MERCY ST,SNYDER AVE,2,0,3,0,93,CITY LOCAL,,,
0,S 23RD ST,N 23RD ST,LUDLOW ST,2,2,10,0,96,CITY LOCAL,,,
300,S 23RD ST,DELANCEY PL,PANAMA ST,2,0,0,0,89,CITY LOCAL,,,
300,S 23RD ST,PANAMA ST,PINE ST,2,0,0,0,89,CITY LOCAL,,,
300,S 23RD ST,SPRUCE ST,CYPRESS ST,2,4,0,1,89,CITY LOCAL,,,
300,S 23RD ST,DELANCEY PL,DELANCEY PL,2,0,0,0,89,CITY LOCAL,,,
300,S 23RD ST,PANAMA ST,PANAMA ST,2,0,0,0,89,CITY LOCAL,,,
300,S 23RD ST,CYPRESS ST,DELANCEY PL,2,0,0,2,89,CITY LOCAL,,,
400,S 23RD ST,WAVERLY ST,LOMBARD ST,2,0,1,0,84,CITY LOCAL,,,
400,S 23RD ST,PINE ST,WAVERLY ST,2,9,0,5,84,CITY LOCAL,,,
500,S 23RD ST,LOMBARD ST,NAUDAIN ST,2,4,0,0,84,CITY LOCAL,,,
500,S 23RD ST,NAUDAIN ST,SOUTH ST,2,2,0,0,87,CITY LOCAL,,,
600,S 23RD ST,SOUTH ST,GRAYS FERRY AVE,2,1,0,3,89,CITY LOCAL,,,
1800,S 23RD ST,MOORE ST,MC CLELLAN ST,2,4,0,0,98,CITY LOCAL,,,
0,S 24TH ST,ARMORY ST,IONIC ST,2,1,0,2,75,CITY LOCAL,,,
0,S 24TH ST,RANSTEAD ST,ARMORY ST,2,0,0,0,100,CITY LOCAL,,,
0,S 24TH ST,LUDLOW ST,RANSTEAD ST,2,0,1,1,59,CITY LOCAL,,,
100,S 24TH ST,SANSOM ST,FITLERS WALK,2,6,4,0,52,CITY LOCAL,,,
100,S 24TH ST,IONIC ST,SANSOM ST,2,1,0,0,73,CITY LOCAL,,,
200,S 24TH ST,MANNING ST,SPRUCE ST,2,0,2,0,66,CITY LOCAL,,,
200,S 24TH ST,FITLERS WALK,LOCUST ST,2,0,0,0,57,CITY LOCAL,,,
200,S 24TH ST,LOCUST ST,MANNING ST,2,0,0,0,65,CITY LOCAL,,,
300,S 24TH ST,CYPRESS ST,DELANCEY PL,2,1,0,0,78,CITY LOCAL,,,
300,S 24TH ST,DELANCEY PL,PANAMA ST,2,0,0,0,89,CITY LOCAL,,,
300,S 24TH ST,SPRUCE ST,CYPRESS ST,2,2,6,2,57,CITY LOCAL,,,
300,S 24TH ST,PANAMA ST,PINE ST,2,0,0,0,78,CITY LOCAL,,,
400,S 24TH ST,PINE ST,WAVERLY ST,2,0,0,0,78,CITY LOCAL,,,
400,S 24TH ST,WAVERLY ST,LOMBARD ST,2,0,1,0,57,CITY LOCAL,,,
500,S 24TH ST,LOMBARD ST,NAUDAIN ST,2,3,1,0,100,CITY LOCAL,,,
500,S 24TH ST,NAUDAIN ST,SOUTH ST,2,2,0,0,100,CITY LOCAL,,,
600,S 24TH ST,SOUTH ST,BAINBRIDGE ST,2,0,1,0,76,CITY LOCAL,,,
700,S 24TH ST,BAINBRIDGE ST,GRAYS FERRY AVE,2,0,0,0,73,CITY LOCAL,,,
200,S 25TH ST,LOCUST ST,MANNING ST,2,0,0,8,98,CITY LOCAL,,,
200,S 25TH ST,MANNING ST,SPRUCE ST,2,0,0,0,73,CITY LOCAL,,,
300,S 25TH ST,CYPRESS ST,DELANCEY PL,2,0,0,0,85,CITY LOCAL,,,
300,S 25TH ST,SPRUCE ST,CYPRESS ST,2,1,0,0,89,CITY LOCAL,,,
300,S 25TH ST,PANAMA ST,PINE ST,2,0,0,0,72,CITY LOCAL,,,
300,S 25TH ST,DELANCEY PL,PANAMA ST,2,0,0,0,72,CITY LOCAL,,,
400,S 25TH ST,WAVERLY ST,LOMBARD ST,2,0,0,0,89,CITY LOCAL,,,
400,S 25TH ST,PINE ST,WAVERLY ST,2,0,0,0,89,CITY LOCAL,,,
500,S 25TH ST,LOMBARD ST,NAUDAIN ST,2,0,0,0,85,CITY LOCAL,,,
500,S 25TH ST,NAUDAIN ST,SOUTH ST,2,0,0,0,85,CITY LOCAL,,,
1100,S 25TH ST,WASHINGTON AVE,ELLSWORTH ST,2,9,0,1,80,CITY LOCAL,,,
0,S 26TH ST,S 26TH ST,W PASSYUNK AVE,2,0,0,0,100,PENNDOT,,,
0,S 26TH ST,S 26TH ST,S 26TH ST,2,0,0,0,100,PENNDOT,,,
300,S 26TH ST,PANAMA ST,PINE ST,2,0,0,0,75,CITY LOCAL,,,
300,S 26TH ST,DELANCEY PL,PANAMA ST,2,0,0,0,100,CITY LOCAL,,,
400,S 26TH ST,RAINEY CT,WAVERLY ST,2,0,0,0,75,CITY LOCAL,,,
400,S 26TH ST,PINE ST,RAINEY CT,2,0,0,1,67,CITY LOCAL,,,
400,S 26TH ST,WAVERLY ST,LOMBARD ST,2,0,0,0,78,CITY LOCAL,,,
500,S 26TH ST,NAUDAIN ST,SOUTH ST,2,1,0,0,78,CITY LOCAL,,,
500,S 26TH ST,LOMBARD ST,NAUDAIN ST,2,1,0,0,58,CITY LOCAL,,,
2600,S 26TH ST,S 26TH ST,HARTRANFT ST,2,0,0,0,100,PENNDOT,,,
3400,S 26TH ST,HARTRANFT ST,PENROSE AVE,2,0,0,0,100,PENNDOT,,,
3900,S 26TH ST,PENROSE AVE,PENROSE AVE,2,0,0,0,100,PENNDOT,,,
600,S 27TH ST,SOUTH ST,BAINBRIDGE ST,2,3,0,0,97,CITY LOCAL,,,
1100,S 27TH ST,ALTER ST,ELLSWORTH ST,2,0,0,0,86,CITY LOCAL,,,
1100,S 27TH ST,GRAYS FERRY AVE,ALTER ST,2,0,1,0,96,CITY LOCAL,,,
1100,S 27TH ST,ELLSWORTH ST,ANNIN ST,2,0,2,0,54,CITY LOCAL,,,
1100,S 27TH ST,ANNIN ST,FEDERAL ST,2,0,0,0,87,CITY LOCAL,,,
1200,S 27TH ST,LATONA ST,TITAN ST,2,0,5,0,77,CITY LOCAL,,,
1200,S 27TH ST,MANTON ST,INGRAM ST,2,0,0,0,70,CITY LOCAL,,,
1200,S 27TH ST,FEDERAL ST,MANTON ST,2,3,1,7,87,CITY LOCAL,,,
1200,S 27TH ST,INGRAM ST,OAKFORD ST,2,1,0,0,70,CITY LOCAL,,,
1200,S 27TH ST,MANTON ST,MANTON ST,2,0,0,0,80,CITY LOCAL,,,
1200,S 27TH ST,OAKFORD ST,LATONA ST,2,4,1,0,87,CITY LOCAL,,,
1200,S 27TH ST,TITAN ST,WHARTON ST,2,0,0,0,87,CITY LOCAL,,,
1300,S 27TH ST,EARP ST,REED ST,2,0,0,2,89,CITY LOCAL,,,
1300,S 27TH ST,SEARS ST,EARP ST,2,2,0,0,70,CITY LOCAL,,,
1300,S 27TH ST,WHARTON ST,SEARS ST,2,0,0,3,87,CITY LOCAL,,,
1400,S 27TH ST,REED ST,GERRITT ST,2,3,0,2,77,CITY LOCAL,,,
1400,S 27TH ST,GERRITT ST,WILDER ST,2,0,0,0,77,CITY LOCAL,,,
1800,S 27TH ST,MOORE ST,MIFFLIN ST,2,2,1,0,70,CITY LOCAL,,,
1200,S 28TH ST,GRAYS FERRY AVE,MANTON ST,2,1,0,2,96,CITY LOCAL,,,
1200,S 28TH ST,INGRAM ST,OAKFORD ST,2,0,0,0,87,CITY LOCAL,,,
1200,S 28TH ST,OAKFORD ST,LATONA ST,2,0,1,0,81,CITY LOCAL,,,
1200,S 28TH ST,TITAN ST,WHARTON ST,2,0,1,0,87,CITY LOCAL,,,
1200,S 28TH ST,MANTON ST,INGRAM ST,2,1,0,0,87,CITY LOCAL,,,
1200,S 28TH ST,LATONA ST,TITAN ST,2,1,1,0,87,CITY LOCAL,,,
1300,S 28TH ST,WHARTON ST,SEARS ST,2,0,0,0,77,CITY LOCAL,,,
1300,S 28TH ST,SEARS ST,EARP ST,2,1,0,0,87,CITY LOCAL,,,
1200,S 29TH ST,OAKFORD ST,WHARTON ST,2,8,22,1,70,CITY LOCAL,,,
1200,S 29TH ST,GRAYS FERRY AVE,OAKFORD ST,2,4,7,0,95,CITY LOCAL,,,
1200,S 30TH ST,GRAYS FERRY AVE,OAKFORD ST,2,0,0,0,87,CITY LOCAL,,,
1200,S 30TH ST,OAKFORD ST,TITAN ST,2,0,0,0,87,CITY LOCAL,,,
1200,S 30TH ST,TITAN ST,WHARTON ST,2,0,0,0,57,CITY LOCAL,,,
1600,S 30TH ST,TASKER ST,MORRIS ST,2,3,6,0,45,CITY LOCAL,,,
1200,S 31ST ST,TITAN ST,WHARTON ST,2,0,0,0,67,CITY LOCAL,,,
1200,S 31ST ST,GRAYS FERRY AVE,TITAN ST,2,0,0,2,NULL,CITY LOCAL,,,
1200,S 32ND ST,GRAYS FERRY AVE,LATONA ST,2,1,0,1,78,CITY LOCAL,,,
1200,S 32ND ST,LATONA ST,WHARTON ST,2,1,0,3,73,CITY LOCAL,,,
1300,S 32ND ST,WHARTON ST,REED ST,2,3,1,1,78,CITY LOCAL,,,
1400,S 32ND ST,REED ST,DICKINSON ST,2,10,9,0,78,CITY LOCAL,,,
1600,S 32ND ST,TASKER ST,FERNON DR,2,3,1,0,52,CITY LOCAL,,,
1600,S 32ND ST,FERNON DR,MORRIS ST,2,0,0,0,73,CITY LOCAL,,,
1700,S 32ND ST,MORRIS ST,MOORE ST,2,0,0,0,90,CITY LOCAL,,,
1200,S 33RD ST,GRAYS FERRY AVE,LATONA ST,2,1,2,1,73,CITY LOCAL,,,
1200,S 33RD ST,LATONA ST,WHARTON ST,2,0,0,0,67,CITY LOCAL,,,
1300,S 33RD ST,WHARTON ST,REED ST,2,2,1,1,78,CITY LOCAL,,,
1400,S 33RD ST,REED ST,DICKINSON ST,2,0,5,0,90,CITY LOCAL,,,
1500,S 33RD ST,DICKINSON ST,TASKER ST,2,2,4,0,66,CITY LOCAL,,,
1600,S 33RD ST,TASKER ST,S 34TH ST,2,1,0,0,86,CITY LOCAL,,,
1700,S 34TH ST,MORRIS ST,VARE AVE,2,0,0,0,89,CITY LOCAL,,,
1200,S 35TH ST,GRAYS FERRY AVE,WHARTON ST,2,35,3,2,45,CITY LOCAL,,,
1300,S 35TH ST,WHARTON ST,DEAD END SOUTH,2,0,0,0,89,CITY LOCAL,,,
0,S 36TH ST,N 36TH ST,LUDLOW ST,3,1,9,3,52,CITY LOCAL,,,
0,S 36TH ST,LUDLOW ST,CHESTNUT ST,3,0,4,0,73,CITY LOCAL,,,
100,S 36TH ST,CHESTNUT ST,SANSOM ST,3,0,1,0,59,CITY LOCAL,,,
100,S 36TH ST,SANSOM ST,WALNUT ST,3,1,0,0,59,CITY LOCAL,,,
1300,S 36TH ST,EARP ST,REED ST,2,0,0,1,90,CITY LOCAL,,,
1300,S 36TH ST,SEARS ST,EARP ST,2,2,2,0,98,CITY LOCAL,,,
1300,S 36TH ST,WHARTON ST,SEARS ST,2,0,2,0,78,CITY LOCAL,,,
0,S 38TH ST,LUDLOW ST,CHESTNUT ST,3,0,0,3,NULL,PENNDOT,,,
0,S 38TH ST,CHESTNUT ST,SANSOM ST,3,0,5,1,NULL,PENNDOT,,,
100,S 38TH ST,SANSOM ST,WALNUT ST,3,0,0,0,NULL,PennDOT,,,
200,S 38TH ST,WALNUT ST,UNIVERSITY AVE,3,0,1,0,NULL,PennDOT,,,
0,S 60TH ST,LUDLOW ST,CHESTNUT ST,3,0,0,0,78,CITY LOCAL,,,
0,S 60TH ST,MARKET ST,LUDLOW ST,3,0,1,0,98,CITY LOCAL,,,
100,S 60TH ST,CHESTNUT ST,SANSOM ST,3,4,6,1,72,CITY LOCAL,,,
100,S 60TH ST,SANSOM ST,WALNUT ST,3,0,0,1,100,CITY LOCAL,,,
200,S 60TH ST,CHANCELLOR ST,LOCUST ST,3,1,0,0,90,CITY LOCAL,,,
200,S 60TH ST,IRVING ST,MANNING ST,3,0,0,0,85,CITY LOCAL,,,
200,S 60TH ST,LOCUST ST,IRVING ST,3,0,1,1,72,CITY LOCAL,,,
200,S 60TH ST,MANNING ST,SPRUCE ST,3,2,0,0,100,CITY LOCAL,,,
200,S 60TH ST,IRVING ST,IRVING ST,3,0,0,0,90,CITY LOCAL,,,
200,S 60TH ST,WALNUT ST,CHANCELLOR ST,3,0,1,0,55,CITY LOCAL,,,
300,S 60TH ST,SPRUCE ST,DELANCEY ST,3,9,4,1,100,CITY LOCAL,,,
1600,S 60TH ST,COBBS CREEK PKWY,WARRINGTON AVE,3,3,0,0,57,CITY LOCAL,,,
1700,S 60TH ST,WINDSOR ST,BELMAR ST,3,1,1,0,85,CITY LOCAL,,,
1700,S 60TH ST,BELMAR ST,SPRINGFIELD AVE,3,0,0,1,73,CITY LOCAL,,,
1700,S 60TH ST,WARRINGTON AVE,WINDSOR ST,3,1,0,0,55,CITY LOCAL,,,
