HUNDRED,ON,FROM,TO,COUNCIL,CONDI- TION_IN- DEX,POTHOLES,DITCHES,PAVING PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,N WANAMAKER ST,ARCH ST,RACE ST,4,100,0,7,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,N WOODSTOCK ST,PARRISH ST,POPLAR ST,5,100,1,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,N WOODSTOCK ST,BROWN ST,PARRISH ST,5,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,N WOODSTOCK ST,JEFFERSON ST,REDNER ST,5,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,NAVAJO ST,W SPRINGFIELD AVE,LINCOLN DR,8,100,3,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,NECTARINE ST,N 13TH ST,N BROAD ST,1,100,6,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,NECTARINE ST,N 12TH ST,N 13TH ST,1,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,NEW QUEEN ST,CONRAD ST,CRESSON ST,4,100,3,18,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,NICHOLAS ST,N 25TH ST,N 26TH ST,5,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,NICHOLAS ST,N 23RD ST,N 24TH ST,5,100,1,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,NICHOLAS ST,N 21ST ST,N 22ND ST,5,100,0,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,NICHOLAS ST,N 20TH ST,N 21ST ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,NICHOLAS ST,N 24TH ST,N 25TH ST,5,100,4,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,NORTHEAST BLVD,RED LION RD,GORMAN ST,10,100,4,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,NORTHEAST BLVD,GORMAN ST,NORTHEAST BLVD,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NORTHEAST BLVD,RED LION RD,NORTHEAST BLVD,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,OAK LANE RD,W CHELTENHAM AVE,N LAWRENCE ST,9,100,5,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,OAK LANE RD,N LAWRENCE ST,N 5TH ST,9,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,OAK LN,N 13TH ST,OLD YORK RD,9,100,2,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,OAK LN,N 8TH ST,VERBENA AVE,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,OAK LN,N 6TH ST,N 7TH ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,OAK LN,N FRANKLIN ST,N 8TH ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,OAK LN,VERBENA AVE,N 9TH ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,OAK LN,N 9TH ST,N 10TH ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,OAK LN,N 10TH ST,LAWNTON AVE,9,100,8,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,OAK LN,LAWNTON AVE,N 11TH ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,OAK LN,N 11TH ST,N 12TH ST,9,100,7,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,OAK LN,N 12TH ST,N 13TH ST,9,100,3,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,OAK LN,N 7TH ST,N FRANKLIN ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,OAK LN,W CHELTENHAM AVE,N 6TH ST,9,100,6,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,OAKFORD ST,S DOVER ST,S 29TH ST,2,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,OAKFORD ST,S NEWKIRK ST,S DOVER ST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,OAKFORD ST,S 28TH ST,S NEWKIRK ST,2,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,OAKFORD ST,S 29TH ST,S 30TH ST,2,100,2,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,OAKLEY ST,LONGSHORE AVE,TYSON AVE,9,100,7,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,OAKLEY ST,MARTINS MILL RD,LONGSHORE AVE,9,100,11,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,OAKLEY ST,WALTER ST,COTTMAN AVE,9,100,1,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,OAKLEY ST,SAINT VINCENT ST,WALTER ST,9,100,31,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,OAKLEY ST,FRIENDSHIP ST,SAINT VINCENT ST,9,100,0,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,OAKLEY ST,PRINCETON AVE,FRIENDSHIP ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,OAKLEY ST,TYSON AVE,PRINCETON AVE,9,100,5,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,OSMOND ST,BOWMAN ST,AINSLIE ST,4,100,1,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PARRISH ST,N 20TH ST,N CAPITOL ST,5,100,3,4,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,PARRISH ST,N OPAL ST,N 20TH ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,PARRISH ST,N UBER ST,N OPAL ST,5,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,PARRISH ST,VINEYARD ST,N UBER ST,5,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PARRISH ST,N CAPITOL ST,CORINTHIAN AVE,5,100,0,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PEMBERTON ST,S FRONT ST,S 2ND ST,1,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,PENROSE AVE,PENROSE AVE,DELAWARE EXPY RAMP E,2,88,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,PENROSE AVE,DELAWARE EXPY RAMP E,SOUTH RD,2,97,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7400,PENROSE AVE,PENROSE AVE,DELAWARE EXPY RAMP E,2,90,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,PENROSE AVE,DELAWARE EXPY RAMP,PENROSE AVE,2,87,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,PENROSE AVE,DELAWARE EXPY RAMP E,ISLAND AVE,2,78,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,PENROSE AVE,SOUTH RD,ISLAND AVE,2,84,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,PEROT ST,N 24TH ST,N 25TH ST,5,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,PIERCE ST,S ISEMINGER ST,S 13TH ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,PIERCE ST,E PASSYUNK AVE,S ISEMINGER ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,PINE ST,S 61ST ST,S 62ND ST,3,100,0,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,PINE ST,S 58TH ST,S 59TH ST,3,100,0,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,PINE ST,S FRAZIER ST,S 57TH ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,PINE ST,S 56TH ST,S FRAZIER ST,3,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,PINE ST,S 55TH ST,S ALLISON ST,3,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,PINE ST,S 62ND ST,COBBS CREEK PKWY,3,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,PINE ST,S ALLISON ST,S 56TH ST,3,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,PINE ST,S 57TH ST,S 58TH ST,3,100,4,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,PINE ST,S 59TH ST,S 60TH ST,3,100,2,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,PINE ST,S 60TH ST,S 61ST ST,3,100,0,5,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,POWELTON AVE,N 34TH ST,N 35TH ST,3,94,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,POWELTON AVE,N 35TH ST,N 36TH ST,3,87,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,POWELTON AVE,N 36TH ST,N 37TH ST,3,87,1,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,POWELTON AVE,N 37TH ST,LANCASTER AVE,3,97,2,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,POWELTON AVE,LANCASTER AVE,N 38TH ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,POWELTON AVE,N 39TH ST,STATE ST,3,87,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,POWELTON AVE,STATE ST,SLOAN ST,3,98,0,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,POWELTON AVE,SLOAN ST,N 40TH ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,POWELTON AVE,N 40TH ST,WIOTA ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,POWELTON AVE,WIOTA ST,N PRESTON ST,3,97,0,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,POWELTON AVE,N PRESTON ST,BUDD ST,3,90,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,POWELTON AVE,N 41ST ST,N HOLLY ST,3,90,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,POWELTON AVE,N HOLLY ST,N 42ND ST,3,96,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,POWELTON AVE,N 43RD ST,HOLDEN ST,3,96,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,POWELTON AVE,HOLDEN ST,MARKET ST,3,87,0,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,POWELTON AVE,N 31ST ST,N 32ND ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,POWELTON AVE,N 32ND ST,N 32ND ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,POWELTON AVE,N 32ND ST,N NATRONA ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,POWELTON AVE,N NATRONA ST,N 33RD ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,POWELTON AVE,N 38TH ST,SAUNDERS AVE,3,97,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,POWELTON AVE,SAUNDERS AVE,N 39TH ST,3,97,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,POWELTON AVE,N 33RD ST,N 34TH ST,3,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,POWELTON AVE,BUDD ST,N 41ST ST,3,90,2,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,POWELTON AVE,N 42ND ST,N 43RD ST,3,81,3,7,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RACE ST,N WATTS ST,N BROAD ST,1,100,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RACE ST,N JUNIPER ST,N WATTS ST,1,100,2,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RACE ST,N CLARION ST,N JUNIPER ST,1,100,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RACE ST,N 13TH ST,N CLARION ST,1,100,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,RACE ST,N CAMAC ST,N 13TH ST,1,100,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,RACE ST,N 12TH ST,N CAMAC ST,1,100,2,3,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,RACE ST,N HUTCHINSON ST,N 10TH ST,1,100,4,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,RACE ST,N 9TH ST,N HUTCHINSON ST,1,100,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,RACE ST,N 8TH ST,N 9TH ST,1,87,4,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,RACE ST,N MARVINE ST,N 12TH ST,1,100,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,RACE ST,N 11TH ST,N MARVINE ST,1,100,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,RACE ST,N 10TH ST,N 11TH ST,1,100,2,3,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,RAMONA AVE,E FISHERS LN,ADAMS AVE,7,76,10,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,RAMONA AVE,E WYOMING AVE,E FISHERS LN,7,93,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,RED LION RD,KESWICK RD,WALDEMIRE DR,10,100,19,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,RED LION RD,ACADEMY RD,CALERA RD,10,100,14,7,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,RED LION RD,CALERA RD,W KESWICK RD,10,100,3,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,RED LION RD,W KESWICK RD,PELLE RD,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,RED LION RD,PELLE RD,ALBEMARLE LN,10,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,RED LION RD,ALBEMARLE LN,ALBEMARLE LN,10,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,RED LION RD,ALBEMARLE LN,PHILCREST RD,10,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,RED LION RD,PHILCREST RD,KESWICK RD,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,RED LION RD,WALDEMIRE DR,KNIGHTS RD,10,100,13,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,REDNER ST,N 30TH ST,N 31ST ST,5,100,5,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,REDNER ST,N 24TH ST,N 25TH ST,5,100,1,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,REDNER ST,N 20TH ST,N WOODSTOCK ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,REDNER ST,N WOODSTOCK ST,N 21ST ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,REED ST,S 6TH ST,S 7TH ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,REED ST,S MILDRED ST,S DARIEN ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,REED ST,S 8TH ST,S MILDRED ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,REED ST,S FRANKLIN ST,S 8TH ST,1,100,0,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,REED ST,S BEULAH ST,S FRANKLIN ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,REED ST,S 7TH ST,S BEULAH ST,1,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,REED ST,S 9TH ST,S PERCY ST,1,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,REED ST,S DARIEN ST,S 9TH ST,1,100,1,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,REED ST,S PERCY ST,S PERCY ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,REED ST,S PERCY ST,E PASSYUNK AVE,1,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,REED ST,E PASSYUNK AVE,S 10TH ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,REED ST,S CHRISTOPHER COLUM- BUS BLVD,S WATER ST,1,100,5,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,REED ST,S WATER ST,S FRONT ST,1,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,REGENT ST,S 54TH ST,S 55TH ST,3,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,RENNARD PL,RENNARD ST,CUL DE SAC SOUTH,10,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,RENNARD ST,GREINER RD,MARITA ST,10,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,RENNARD ST,MARITA ST,LARKSPUR ST,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,RENNARD ST,HENDRIX ST,GREINER RD,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,RENNARD ST,LARKSPUR ST,LOCKART RD,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,RENNARD ST,RENNARD PL,HENDRIX ST,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,RENNARD ST,GARDNER ST,RENNARD PL,10,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,RENNARD ST,TOMLINSON RD,GARDNER ST,10,100,5,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,RENNARD ST,LOCKART RD,AUDUBON AVE,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,RENNARD ST,AUDUBON AVE,JEANES ST,10,100,13,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,RENNARD TER,HENDRIX ST,CUL DE SAC SOUTH,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,RENO ST,N BAMBREY ST,N 26TH ST,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,RISING SUN AVE,W LUZERNE ST,W PIKE ST,7,48,3,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,RISING SUN AVE,W PIKE ST,N 5TH ST,7,95,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,RISING SUN AVE,N 5TH ST,N REESE ST,7,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,RISING SUN AVE,N REESE ST,W BUTLER ST,7,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,RISING SUN AVE,W BUTLER ST,N 6TH ST,7,97,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,RISING SUN AVE,N 6TH ST,N MARSHALL ST,7,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,RISING SUN AVE,N MARSHALL ST,N 7TH ST,7,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,RISING SUN AVE,N 7TH ST,N 8TH ST,7,98,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,RISING SUN AVE,N 8TH ST,N DARIEN ST,7,95,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,RISING SUN AVE,N DARIEN ST,N 9TH ST,7,95,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,RISING SUN AVE,N 9TH ST,W VENANGO ST,5,98,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,RISING SUN AVE,W VENANGO ST,N HUTCHINSON ST,5,95,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,RISING SUN AVE,N HUTCHINSON ST,W TIOGA ST,5,97,3,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,RISING SUN AVE,N WARNOCK ST,N 11TH ST,5,94,7,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,RISING SUN AVE,N 11TH ST,GOODMAN ST,5,89,6,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,RISING SUN AVE,GOODMAN ST,W ONTARIO ST,5,94,2,6,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,RISING SUN AVE,W ONTARIO ST,GERMANTOWN AVE,5,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,RISING SUN AVE,GERMANTOWN AVE,N 13TH ST,5,96,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RISING SUN AVE,N 13TH ST,N PARK AVE,5,97,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RISING SUN AVE,N PARK AVE,N WATTS ST,5,98,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RISING SUN AVE,N WATTS ST,N BROAD ST,5,97,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,ROBBINS ST,LANGDON ST,LANGDON ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,ROBBINS ST,TROTTER ST,SUMMERDALE AVE,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,ROBBINS ST,TROTTER ST,TROTTER ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,ROBBINS ST,ALGON AVE,ELMHURST ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,ROBBINS ST,ELMHURST ST,LANGDON ST,9,100,0,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,ROBBINS ST,LANGDON ST,TROTTER ST,9,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RODMAN ST,S 13TH ST,S JUNIPER ST,1,100,2,8,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,RODMAN ST,S JUNIPER ST,S BROAD ST,1,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
